accuracy,auc,f1_0,f1_1,precision_0,precision_1,recall_0,recall_1,test_participants,train_participants
0.864021425,0.943271207,0.860007048,0.860215132,0.904077759,0.820139789,0.820119334,0.905123878,"7, 9, 12","5, 11, 17, 18"
0.840612201,0.901396694,0.724210311,0.862711673,0.905430519,0.796031633,0.638536986,0.943536388,"7, 9, 11","5, 12, 17, 18"
0.762400403,0.866276083,0.408759315,0.840606868,0.789429997,0.743884566,0.291584933,0.969590369,"5, 17, 18","7, 9, 11, 12"
0.802592604,0.878482569,0.487119789,0.866994276,0.800813681,0.78437333,0.386954983,0.970408796,"5, 12, 18","7, 9, 11, 17"
0.784067324,0.883888698,0.61734305,0.836959629,0.860888561,0.74369314,0.488234855,0.961203097,"5, 12, 17","7, 9, 11, 18"
0.791695105,0.845100243,0.38715847,0.873906161,0.752878514,0.794781069,0.276351022,0.971830544,"5, 11, 18","7, 9, 12, 17"
0.78039973,0.850555444,0.516592293,0.84607665,0.809173282,0.764578339,0.391149753,0.94763894,"5, 11, 17","7, 9, 12, 18"
0.821088897,0.861408509,0.603846107,0.873283738,0.785240023,0.821804161,0.513583693,0.933332499,"5, 11, 12","7, 9, 17, 18"
0.814790627,0.894053313,0.511561164,0.862706034,0.807883788,0.781705574,0.425603101,0.963623151,"5, 9, 18","7, 11, 12, 17"
0.811145766,0.899557262,0.677363981,0.839204141,0.841882705,0.766651929,0.585082641,0.927621986,"5, 9, 17","7, 11, 12, 18"
0.853761155,0.913882521,0.746440706,0.869446025,0.855071856,0.821842139,0.682780868,0.923588278,"5, 9, 12","7, 11, 17, 18"
0.832495205,0.878495058,0.611670049,0.872553775,0.858172815,0.802969865,0.506043167,0.955917163,"5, 9, 11","7, 12, 17, 18"
0.819397185,0.869286447,0.51799375,0.882296633,0.757258542,0.825963022,0.442966051,0.951153376,"5, 7, 18","9, 11, 12, 17"
0.802548177,0.893596957,0.631108725,0.8546304,0.846778351,0.779754965,0.523554632,0.953148521,"5, 7, 17","9, 11, 12, 18"
0.835548728,0.905739695,0.704970787,0.875447459,0.835743865,0.815523502,0.616667801,0.947238571,"5, 7, 12","9, 11, 17, 18"
0.82785697,0.870051211,0.588184785,0.885816871,0.82379071,0.825135026,0.483860729,0.957815704,"5, 7, 11","9, 12, 17, 18"
0.860288708,0.919743827,0.742762676,0.880906457,0.847269286,0.837799446,0.679620934,0.929105631,"5, 7, 9","11, 12, 17, 18"
0.736848885,0.867638496,0.386625436,0.817602504,0.80888808,0.70587392,0.277818062,0.972872024,"17, 18","5, 7, 9, 11, 12"
0.794107295,0.893282838,0.475682003,0.855743155,0.815684737,0.763277443,0.395019488,0.974174802,"12, 18","5, 7, 9, 11, 17"
0.774421256,0.911126514,0.709643547,0.814716566,0.930063321,0.708577229,0.578751625,0.960314544,"12, 17","5, 7, 9, 11, 18"
0.776773479,0.831269166,0.335157529,0.86499208,0.735864582,0.777733585,0.233911425,0.975281559,"11, 18","5, 7, 9, 12, 17"
0.768803032,0.84725952,0.569298952,0.828224186,0.856643299,0.740180647,0.441894009,0.940214163,"11, 17","5, 7, 9, 12, 18"
0.828142441,0.872210586,0.682528392,0.867952259,0.825538837,0.822997113,0.607464285,0.920288136,"11, 12","5, 7, 9, 17, 18"
0.80496257,0.905314881,0.516411763,0.840114289,0.809942031,0.755059754,0.457701735,0.947760975,"9, 18","5, 7, 11, 12, 17"
0.793410778,0.924483954,0.776987895,0.798317974,0.898205748,0.706851058,0.686098349,0.917119734,"9, 17","5, 7, 11, 12, 18"
0.860409342,0.946148106,0.868176976,0.847129243,0.914337923,0.797929004,0.826789154,0.904676332,"9, 12","5, 7, 11, 17, 18"
0.827813511,0.883895504,0.669756643,0.851118748,0.909073768,0.770561171,0.567896443,0.950553263,"9, 11","5, 7, 12, 17, 18"
0.815982565,0.889450215,0.607896613,0.86826383,0.713499747,0.849004373,0.57615399,0.896175359,"7, 18","5, 9, 11, 12, 17"
0.802110518,0.918096434,0.737133478,0.841089299,0.908047943,0.763672554,0.638917861,0.947294013,"7, 17","5, 9, 11, 12, 18"
0.850810441,0.942547311,0.819134376,0.872924415,0.925765609,0.809446125,0.738299968,0.950668334,"7, 12","5, 9, 11, 17, 18"
